State,Suburb,Postgraduate Degree Level,Graduate Diploma and Graduate Certificate Level,Bachelor Degree Level,Advanced Diploma and Diploma Level,Certificate III & IV Level,Secondary Education - Years 10 and above,Certificate I & II Level,Secondary Education - Years 9 and below,Supplementary Codes,Not stated,Not applicable,Total
VIC,Walkerville North,0,0,0,5,0,0,0,0,0,0,0,7
VIC,Walkerville South,0,0,0,0,0,4,0,0,0,0,0,3
VIC,Wallace,0,0,8,11,43,52,0,14,6,15,36,191
VIC,Wallacedale,0,0,8,7,11,35,0,18,3,13,30,114
VIC,Wallagaraugh,0,0,0,0,0,0,0,0,0,0,0,7
VIC,Wallaloo,0,0,0,0,0,3,0,0,0,4,7,15
VIC,Wallaloo East,0,0,0,0,7,3,0,0,0,0,0,8
VIC,Wallan,144,139,645,735,1849,2832,9,793,243,1049,2644,11076
VIC,Wallinduc,0,0,0,3,11,4,0,4,0,4,7,37
VIC,Wallington,50,26,155,112,191,310,0,139,25,94,268,1365
VIC,Wallup,0,0,0,3,3,15,0,4,3,3,4,35
VIC,Walmer (Vic.),11,8,27,15,43,57,0,16,4,22,29,224
VIC,Walpa,0,4,11,7,19,53,0,14,7,7,24,159
VIC,Walpeup,0,0,14,11,19,38,0,19,0,15,33,157
VIC,Walwa,4,0,12,21,27,53,0,33,6,18,8,181
VIC,Wandana Heights,92,54,366,193,219,478,0,100,35,121,380,2039
VIC,Wandella (Vic.),0,0,5,3,22,22,0,3,0,0,14,71
VIC,Wandiligong,6,11,51,37,83,112,0,21,20,34,91,453
VIC,Wandin East,5,6,39,25,62,119,0,52,13,27,67,425
VIC,Wandin North,38,47,240,237,583,771,0,229,81,210,619,3051
VIC,Wando Bridge,0,0,5,8,13,9,0,0,0,9,9,49
VIC,Wando Vale,0,0,7,7,18,19,0,4,0,12,21,104
VIC,Wandong,17,24,72,98,265,351,0,96,19,118,272,1343
VIC,Wandown,0,0,0,0,0,0,0,0,0,0,0,0
VIC,Wangandary,8,6,23,21,41,47,0,17,5,25,43,228
VIC,Wangarabell,0,0,0,0,3,0,0,0,0,0,0,9
VIC,Wangaratta (Vic.),261,302,1378,1241,2830,4589,14,1874,423,1936,3246,18101
VIC,Wangaratta South,16,16,41,53,84,131,0,40,10,41,73,508
VIC,Wangie,0,0,0,0,0,0,0,0,0,0,4,7
VIC,Wangoom,0,3,16,14,38,50,0,21,7,30,59,226
VIC,Wannon,0,0,7,19,15,28,0,3,0,9,15,110
VIC,Wantirna,642,279,2062,1251,1577,3609,5,847,408,816,2314,13815
VIC,Wantirna South,1078,395,3335,1551,1911,5199,4,1179,565,1139,2916,19273
VIC,Waranga Shores,3,0,16,26,66,66,0,35,17,54,32,314
VIC,Waratah Bay,0,5,7,0,4,9,0,7,0,13,10,57
VIC,Warburton (Vic.),60,66,196,166,299,471,4,161,50,255,301,2015
VIC,Wareek,0,0,6,5,21,20,0,8,6,5,5,67
VIC,Wargan,0,0,5,6,14,12,0,11,0,0,16,71
VIC,Warmur,0,0,5,0,4,6,0,0,0,0,0,20
VIC,Warncoort,0,0,9,14,19,33,0,15,8,17,18,130
VIC,Warne,0,0,0,0,0,0,0,0,0,0,0,4
VIC,Warneet,7,8,28,44,112,141,0,45,9,60,74,533
VIC,Warrabkook,0,0,0,3,5,5,0,0,0,8,8,36
VIC,Warracknabeal,14,21,131,142,383,653,0,311,62,338,388,2438
VIC,Warragul,350,346,1460,1197,2554,3880,13,1388,371,1318,2889,15760
VIC,Warragul South,8,7,17,12,34,81,0,22,0,25,47,254
VIC,Warragul West,0,0,5,0,4,7,0,0,0,4,0,22
VIC,Warrak,0,0,0,3,9,25,0,4,0,4,8,66
VIC,Warrandyte,311,176,951,502,635,1224,0,240,114,282,1063,5503
VIC,Warrandyte South,27,20,110,53,86,157,0,38,14,35,131,673
VIC,Warranwood,181,134,739,433,608,1186,3,201,116,199,1007,4808
VIC,Warrayure,0,0,0,6,3,4,0,0,0,0,11,26
VIC,Warrenbayne,8,0,14,7,29,43,0,10,5,5,19,144
VIC,Warrenheip,16,11,42,46,111,185,0,42,10,57,146,669
VIC,Warrenmang,0,0,0,0,0,10,0,3,0,0,0,18
VIC,Warrion,0,3,15,10,31,39,0,28,0,21,41,196
VIC,Warrnambool,525,543,2815,2021,4333,7841,23,2786,582,3043,5150,29659
VIC,Warrock,0,0,3,4,7,6,0,0,0,0,3,31
VIC,Warrong,3,0,5,6,15,20,0,0,0,8,17,69
VIC,Wartook,0,0,11,8,7,31,0,3,6,9,11,81
VIC,Watchem,0,0,0,12,9,38,0,17,5,27,16,112
VIC,Watchem West,0,0,0,0,4,10,0,0,0,0,0,21
VIC,Watchupga,0,0,4,3,3,13,0,7,0,4,9,42
VIC,Waterford Park,0,0,7,12,44,50,0,25,4,26,26,192
VIC,Waterholes,0,0,8,0,0,0,0,0,0,0,0,8
VIC,Waterloo (Vic.),0,0,7,13,11,31,0,10,3,3,26,112
VIC,Waterways,162,45,437,192,162,597,0,122,76,116,551,2455
VIC,Watsonia,213,125,676,447,723,1221,0,388,118,343,967,5213
VIC,Watsonia North,134,72,526,311,507,973,5,322,109,163,692,3812
VIC,Watsons Creek (Vic.),0,0,5,6,9,13,0,5,0,9,6,50
VIC,Wattle Bank,5,0,12,10,39,41,0,8,0,20,32,182
VIC,Wattle Creek,0,0,0,0,0,0,0,0,0,0,0,0
VIC,Wattle Flat (Vic.),4,0,11,12,12,25,0,4,0,7,14,94
VIC,Wattle Glen,50,49,236,171,316,520,0,136,45,105,340,1966
VIC,Wattle Hill (Vic.),0,0,0,0,0,6,0,0,0,0,0,5
VIC,Waubra,0,3,13,24,50,72,0,30,11,20,49,276
VIC,Waurn Ponds,138,84,661,386,677,1479,0,169,81,354,1012,5047
VIC,Waygara,0,0,4,4,5,5,0,0,0,0,12,26
VIC,Weatherboard,0,0,6,3,7,16,0,0,5,4,8,52
VIC,Wedderburn (Vic.),3,10,28,49,130,242,0,149,17,171,118,937
VIC,Wedderburn Junction,0,0,0,0,0,9,0,3,0,3,3,18
VIC,Wee Wee Rup,0,0,5,0,3,9,0,8,0,4,7,36
VIC,Weeaproinah,0,0,0,0,0,4,0,0,0,0,5,17
VIC,Weering,0,0,4,0,12,16,0,8,0,10,12,67
VIC,Weerite,3,0,8,9,15,29,0,17,0,12,17,119
VIC,Wehla,0,0,0,0,6,5,0,5,3,5,3,38
VIC,Wellsford,0,6,13,15,17,29,0,12,3,9,16,126
VIC,Welshmans Reef,11,7,16,13,37,64,0,21,0,34,32,237
VIC,Welshpool (Vic.),0,3,20,29,62,111,0,33,7,28,34,333
VIC,Wemen,0,0,5,4,12,36,0,19,0,13,18,113
VIC,Wendouree,91,128,573,485,1539,2986,12,1388,202,1268,1776,10450
VIC,Wensleydale,0,0,13,6,21,17,0,6,0,11,30,108
VIC,Wentworth (Vic.),0,0,0,0,0,0,0,0,0,0,0,0
VIC,Werneth,0,0,0,7,11,10,0,9,0,13,9,58
VIC,Werona,4,0,0,0,3,13,0,0,0,3,9,40
VIC,Werribee,995,487,3334,2857,5667,10810,53,3728,1326,3373,7708,40343
VIC,Werribee South,38,22,116,112,220,480,0,264,41,225,255,1768
VIC,Werrimull,0,3,8,6,14,35,0,18,0,5,21,107
VIC,Wesburn,7,9,48,62,204,278,0,90,22,82,224,1020
VIC,West Bendigo,7,9,15,22,60,100,0,41,11,40,62,378
VIC,West Creek,5,4,13,0,22,24,0,10,5,15,19,106
VIC,West Footscray,806,363,2077,887,988,2533,8,729,292,849,1930,11451
VIC,West Melbourne,657,158,1552,437,250,1019,6,67,112,878,395,5516
VIC,West Wodonga,185,228,1022,1085,2534,3798,17,1179,337,1047,3139,14569
VIC,Westbury (Vic.),4,0,18,12,36,33,0,14,4,7,25,161
VIC,Westby,0,0,0,3,0,6,0,3,0,0,12,27
VIC,Westmeadows,83,70,459,443,855,1732,3,546,205,518,935,5846
VIC,Westmere,0,0,0,0,3,14,0,7,4,0,5,36
VIC,Whanregarwen,0,0,8,12,14,34,0,9,4,12,8,103
VIC,Wharparilla,10,0,28,32,89,122,0,34,6,72,100,492
VIC,Wheatsheaf,9,10,33,23,40,44,0,16,4,13,46,241
VIC,Wheelers Hill,1380,423,3575,1606,1604,4844,6,1405,610,1196,3093,19752
VIC,Whipstick,0,0,0,0,0,0,0,0,0,0,0,8
VIC,Whirily,0,0,0,4,0,8,0,3,0,0,10,24
VIC,White Hills (Vic.),43,44,255,209,533,840,0,288,97,267,633,3215
VIC,Whiteheads Creek,9,10,23,33,52,88,0,26,5,57,48,353
VIC,Whitelaw,0,0,7,3,9,7,0,3,0,0,6,31
VIC,Whitfield (Vic.),3,4,20,11,30,58,0,15,8,27,45,219
VIC,Whitlands,0,0,4,6,4,9,0,0,0,5,4,35
VIC,Whittington,22,16,158,185,562,1111,10,585,82,474,673,3879
VIC,Whittlesea,67,55,332,379,1050,1426,3,512,123,524,1147,5618
VIC,Whoorel,0,0,0,3,4,5,0,0,0,0,0,14
VIC,Whorouly,4,14,28,38,62,97,0,41,7,33,62,379
VIC,Whorouly East,0,6,4,3,12,24,0,10,5,12,11,82
VIC,Whorouly South,0,0,5,7,11,15,0,5,0,6,7,50
VIC,Whroo,0,5,0,0,4,8,0,5,0,16,5,41
VIC,Wickliffe,0,4,10,9,16,30,0,5,0,20,19,113
VIC,Wilby,0,3,10,13,21,56,0,13,0,17,25,171
VIC,Wild Dog Valley (Vic.),0,4,9,5,10,14,0,3,0,0,16,60
VIC,Wildwood,3,3,12,8,27,50,0,10,9,27,54,213
VIC,Wilkur,0,0,3,0,13,18,0,3,0,6,6,45
VIC,Willangie,0,3,0,0,3,12,0,4,0,0,8,36
VIC,Willatook,0,0,0,3,13,8,0,12,0,0,12,54
VIC,Willaura,0,3,32,28,55,114,0,66,9,122,95,529
VIC,Willaura North,0,0,5,0,4,7,0,0,0,9,10,31
VIC,Willenabrina,0,0,0,0,3,4,0,0,0,0,0,9
VIC,Williams Landing,752,135,1321,487,425,1156,0,156,140,318,1749,6650
VIC,Williamstown (Vic.),1074,532,2667,1080,1098,2939,3,684,316,894,2688,13968
VIC,Williamstown North,81,39,272,116,165,371,0,93,40,150,252,1590
VIC,Willow Grove,7,11,52,40,107,142,0,46,7,44,134,593
VIC,Willowmavin,7,3,11,29,41,52,0,18,4,31,25,221
VIC,Willowvale (Vic.),0,0,0,0,0,4,0,0,0,0,0,4
VIC,Willung,3,3,6,0,14,10,0,5,0,9,13,71
VIC,Willung South,3,4,15,6,23,34,0,8,0,13,23,143
VIC,Wilsons Hill,6,0,4,5,17,18,0,8,0,10,17,71
VIC,Wilsons Promontory,0,0,0,0,4,0,0,0,0,0,3,14
VIC,Wimbledon Heights,4,7,33,26,64,92,0,23,7,46,69,372
VIC,Winchelsea,23,14,134,128,330,503,0,219,48,234,325,1949
VIC,Winchelsea South,4,0,15,11,31,46,0,20,0,14,40,178
VIC,Windermere (Vic.),0,3,7,9,21,23,0,6,0,3,22,99
VIC,Windsor (Vic.),596,216,2073,615,552,1361,0,356,176,771,556,7278
VIC,Wingan River,0,0,0,0,0,0,0,0,0,0,0,4
VIC,Wingeel,0,0,0,5,3,5,0,0,0,0,7,23
VIC,Winjallok,0,0,0,0,0,4,0,3,0,4,0,18
VIC,Winlaton,0,0,0,0,0,0,0,0,0,0,0,4
VIC,Winnambool,0,0,0,0,0,4,0,0,0,4,10,24
VIC,Winnap,0,0,3,0,6,5,0,0,0,4,5,23
VIC,Winnindoo,0,0,9,5,9,26,0,3,0,10,10,75
VIC,Winslow,3,0,29,19,75,94,0,26,8,29,69,369
VIC,Winton (Vic.),0,0,9,12,22,28,0,20,4,13,10,110
VIC,Winton North,0,0,0,0,0,5,0,0,0,0,0,6
VIC,Wirrate,0,0,0,0,0,0,0,0,0,0,0,7
VIC,Wiseleigh,0,0,7,12,43,36,0,19,4,7,30,162
VIC,Wodonga,319,292,1336,1410,3231,4809,27,1572,498,1792,3655,18946
VIC,Wollert,499,110,1102,796,886,1894,5,397,234,658,2475,9060
VIC,Wombat Creek (Vic.),0,0,0,0,3,9,0,0,4,10,0,28
VIC,Wombelano,0,3,0,0,4,15,0,14,0,6,4,42
VIC,Won Wron,0,7,21,12,33,64,0,15,3,32,33,222
VIC,Wonga,0,0,4,9,9,9,0,4,0,0,8,33
VIC,Wonga Park,109,72,528,341,537,1080,0,176,86,198,667,3799
VIC,Wongarra,0,0,10,3,0,12,0,5,0,5,0,42
VIC,Wongungarra,0,0,0,0,0,0,0,0,0,0,0,0
VIC,Wonnangatta,0,0,0,0,0,0,0,0,0,0,0,0
VIC,Wonthaggi,48,64,242,278,762,1326,9,680,118,736,705,4966
VIC,Wonwondah,0,0,15,16,12,29,0,9,4,4,24,104
VIC,Wonyip,0,6,4,5,10,9,0,0,0,0,3,34
VIC,Wood Wood,0,0,0,3,10,23,0,6,0,15,20,81
VIC,Woodend (Vic.),289,209,864,461,676,1147,3,271,112,554,1214,5804
VIC,Woodend North,9,8,40,19,35,60,0,18,14,42,69,304
VIC,Woodfield,0,0,0,9,11,7,0,5,0,3,5,37
VIC,Woodford (Vic.),10,11,47,27,47,73,0,16,4,32,104,362
VIC,Woodglen,0,0,0,3,0,6,0,10,3,10,9,39
VIC,Woodhouse,0,0,10,9,0,4,0,0,0,6,7,37
VIC,Woodleigh (Vic.),6,0,4,12,19,29,0,17,3,7,25,123
VIC,Woods Point (Vic.),0,0,5,6,8,5,0,9,0,6,0,35
VIC,Woodside (Vic.),3,8,27,14,69,102,0,36,12,38,51,361
VIC,Woodside Beach,3,0,4,0,22,17,0,9,0,19,9,90
VIC,Woodstock (Vic.),0,0,8,9,18,35,0,23,7,25,22,152
VIC,Woodstock On Loddon,0,0,9,0,8,4,0,0,0,0,7,25
VIC,Woodstock West,0,0,8,0,6,11,0,5,0,7,13,44
VIC,Woodvale (Vic.),11,7,21,31,81,104,0,56,10,45,79,448
VIC,Wool Wool,0,0,3,0,3,10,0,9,0,5,6,40
VIC,Woolamai,0,9,21,17,29,58,0,15,3,26,34,203
VIC,Woolenook,0,0,0,0,0,7,0,0,0,0,0,6
VIC,Woolshed Flat (Vic.),0,0,0,0,0,0,0,0,0,0,0,4
VIC,Woolsthorpe,5,6,22,39,60,109,0,42,10,48,83,423
VIC,Woomelang,0,0,6,12,43,53,0,42,5,24,18,204
VIC,Wooragee,14,4,43,46,57,68,0,23,7,30,66,343
VIC,Woorarra East,0,0,0,0,16,13,0,0,0,3,5,39
VIC,Woorarra West,0,4,4,5,12,7,0,3,0,3,9,55
VIC,Wooreen,0,0,3,8,13,31,0,12,0,8,16,89
VIC,Woori Yallock,20,32,143,227,641,753,6,232,64,157,635,2908
VIC,Woorinen,0,0,12,13,33,83,0,20,7,36,58,259
VIC,Woorinen North,0,0,8,7,12,20,0,12,0,20,8,92
VIC,Woorinen South,0,0,10,24,65,107,0,44,7,29,70,359
VIC,Woorndoo,0,6,12,22,24,50,0,8,3,9,29,168
VIC,Wooroonook,0,0,3,0,3,9,0,3,0,0,0,22
VIC,Woosang,0,0,0,0,0,4,0,0,0,0,0,10
VIC,Wootong Vale,0,0,5,0,4,10,0,0,0,3,14,42
VIC,Worrowing,0,0,0,0,0,0,0,0,0,0,0,0
VIC,Wrathung,0,0,0,0,0,0,0,0,0,0,0,0
VIC,Wrixon,0,0,0,0,0,0,0,0,0,0,0,0
VIC,Wroxham,0,0,0,0,3,0,0,0,0,0,0,3
VIC,Wuk Wuk,0,0,3,5,12,25,0,15,0,3,25,90
VIC,Wulgulmerang,0,0,0,0,3,3,0,0,0,4,0,13
VIC,Wulgulmerang East,0,0,0,0,0,4,0,0,0,0,0,7
VIC,Wulgulmerang West,0,0,0,0,0,0,0,0,0,0,0,0
VIC,Wunghnu,7,4,12,20,72,90,4,41,8,19,59,331
VIC,Wurdiboluc,3,5,21,16,21,27,0,12,8,9,28,141
VIC,Wurruk,23,15,66,75,174,290,0,88,24,89,258,1109
VIC,Wy Yung,19,29,127,132,305,417,3,136,34,162,303,1660
VIC,Wycheproof,6,3,33,24,88,208,0,99,5,89,79,638
VIC,Wycheproof South,0,0,0,0,0,0,0,0,0,0,3,11
VIC,Wychitella,0,0,0,4,3,7,0,3,0,13,6,29
VIC,Wychitella North,0,0,0,0,0,0,0,0,0,4,3,5
VIC,Wye River,5,0,11,3,10,19,0,0,0,5,9,63
VIC,Wyelangta,3,0,0,5,7,8,0,0,0,4,4,39
VIC,Wyndham Vale,897,250,1979,1776,3168,5534,25,1333,543,1391,6386,23276
VIC,Wyuna (Vic.),0,7,21,10,30,68,0,29,3,43,45,266
VIC,Wyuna East,0,0,11,11,19,27,0,3,0,10,21,103
VIC,Yaapeet,0,0,3,0,13,32,0,9,0,9,16,83
VIC,Yabba North,0,6,12,4,8,32,0,12,4,4,20,102
VIC,Yabba South,0,0,0,0,7,5,0,3,0,3,0,31
VIC,Yackandandah,78,69,233,155,277,375,0,123,42,133,325,1812
VIC,Yalca,6,5,13,17,25,69,0,24,0,7,44,208
VIC,Yalla-Y-Poora,0,0,0,0,6,0,0,0,0,5,0,13
VIC,Yallambie,181,100,563,381,521,1058,4,171,68,191,878,4114
VIC,Yallourn,0,0,12,7,36,39,0,9,7,17,23,147
VIC,Yallourn North,16,13,56,92,326,406,0,149,23,210,248,1543
VIC,Yalmy,0,0,0,0,0,0,0,0,0,0,0,0
VIC,Yambuk,3,4,16,25,36,79,0,21,6,19,49,267
VIC,Yambuna,3,0,9,3,16,34,3,3,0,13,32,115
VIC,Yan Yean,3,9,28,23,60,56,0,24,7,19,31,251
VIC,Yanac,0,0,10,0,5,22,0,6,0,3,12,65
VIC,Yanakie,7,3,24,22,36,63,0,16,6,25,55,253
VIC,Yando,0,0,5,0,6,10,0,0,0,8,10,38
VIC,Yandoit,0,4,15,12,21,46,0,9,8,15,20,154
VIC,Yandoit Hills,5,0,5,0,0,0,0,0,5,3,7,28
VIC,Yangery,0,0,7,0,18,39,0,10,0,8,24,109
VIC,Yangoura,0,0,0,0,0,0,0,0,0,0,0,0
VIC,Yannathan,4,3,8,18,49,65,0,25,3,19,39,239
VIC,Yapeen,8,10,17,13,36,62,0,12,3,19,33,216
VIC,Yarck,0,3,0,21,29,55,0,19,4,16,19,171
VIC,Yarpturk,0,4,0,6,17,22,0,3,0,10,17,75
VIC,Yarra Glen,44,45,247,259,501,727,0,160,69,211,600,2864
VIC,Yarra Junction,31,46,138,187,446,704,0,230,58,259,451,2553
VIC,Yarraberb,0,0,0,0,0,7,0,0,0,3,8,18
VIC,Yarragon,13,19,110,137,320,425,0,132,41,154,305,1650
VIC,Yarragon South,4,8,20,29,25,35,0,15,9,18,13,168
VIC,Yarram,17,27,115,121,350,598,5,274,58,254,329,2135
VIC,Yarrambat,52,32,159,142,257,411,0,97,42,126,266,1585
VIC,Yarraville,981,543,3177,1073,1234,2853,9,930,373,960,2829,14967
VIC,Yarrawalla,0,0,3,3,8,26,0,9,3,22,11,88
VIC,Yarrawonga (Vic.),73,77,463,460,1329,1999,11,855,171,1117,1372,7929
VIC,Yarrawonga South,0,0,0,0,0,0,0,0,0,6,0,10
VIC,Yarroweyah,3,7,29,34,79,151,0,55,10,65,114,551
VIC,Yatchaw,0,0,6,3,5,7,0,3,0,0,5,27
VIC,Yawong Hills,0,0,0,0,0,0,0,0,0,0,0,0
VIC,Yea,22,22,132,114,237,412,0,165,35,197,249,1587
VIC,Yellingbo,4,8,41,40,107,151,0,38,14,52,81,528
VIC,Yelta (Vic.),0,4,14,29,49,80,0,25,9,31,72,322
VIC,Yendon,10,6,29,26,58,48,0,15,6,35,66,301
VIC,Yeo,0,0,16,6,20,33,0,10,3,19,43,153
VIC,Yeodene,0,0,9,6,11,30,0,4,0,22,27,118
VIC,Yering,3,0,18,10,21,25,0,8,0,6,20,115
VIC,Yeungroon,0,0,5,8,0,9,0,5,0,4,9,35
VIC,Yeungroon East,0,0,0,0,0,5,0,0,0,5,0,16
VIC,Yielima,3,0,0,5,13,29,0,3,4,11,17,82
VIC,Yinnar,8,17,62,52,179,228,0,59,24,102,176,903
VIC,Yinnar South,13,7,60,55,146,167,0,48,11,48,124,686
VIC,York Plains (Vic.),0,0,0,0,0,0,0,0,0,0,0,0
VIC,Youanmite,0,0,4,4,4,11,0,4,0,10,10,60
VIC,Youarang,0,0,0,3,6,16,0,4,0,5,6,38
VIC,Yulecart,0,0,12,7,29,31,0,4,0,11,27,126
VIC,Yundool,0,0,3,0,9,17,0,0,0,11,5,46
VIC,Yuroke,0,0,11,14,24,44,0,19,4,18,6,138
VIC,Yuulong,0,0,4,9,7,6,0,4,0,5,3,36
VIC,Zeerust,5,0,11,8,27,45,0,12,3,14,23,149
VIC,Zumsteins,0,0,0,0,0,0,0,0,0,0,0,0
VIC,No usual address (Vic.),237,93,792,403,778,1679,15,479,212,2133,747,7572
QLD,Migratory - Offshore - Shipping (Vic.),0,0,4,4,13,3,0,0,0,5,4,26
QLD,Abbeywood,0,0,0,0,0,8,0,0,0,3,0,20
QLD,Abbotsford (Qld),0,0,0,0,0,0,0,0,0,0,0,0
QLD,Abercorn,0,0,3,0,4,14,0,6,0,9,12,42
QLD,Abergowrie,8,3,14,11,62,155,0,36,7,33,112,434
QLD,Abingdon Downs,0,0,0,0,0,0,0,0,0,0,0,0
QLD,Abington (Qld),0,4,0,0,17,20,0,6,0,6,9,57
QLD,Acacia Ridge,167,54,606,408,999,2044,13,639,280,746,1479,7430
QLD,Acland,0,0,4,0,0,10,0,4,0,7,9,27
QLD,Adare,7,3,49,46,121,266,0,69,17,95,200,875
QLD,Adavale,0,0,9,6,6,26,0,10,6,8,13,89
QLD,Adelaide Park,9,9,36,21,78,120,0,16,7,42,90,421
QLD,Advancetown,10,6,40,33,86,129,0,29,20,43,100,484
QLD,Aeroglen,16,4,41,26,74,86,0,23,5,41,86,404
QLD,Agnes Water,24,24,140,132,445,554,3,148,39,291,410,2206
QLD,Airdmillan,0,0,9,0,26,32,0,6,0,12,31,106
QLD,Airlie Beach,22,12,158,120,216,313,0,22,27,256,62,1211
QLD,Airville,0,5,20,18,61,110,0,29,3,25,58,338
QLD,Aitkenvale,146,67,519,266,691,1326,0,347,119,378,934,4792
QLD,Alabama Hill,0,0,13,6,11,40,0,15,0,15,21,123
QLD,Albany Creek,468,311,2016,1483,2255,4297,4,613,351,760,3206,15768
QLD,Alberta,0,0,8,6,3,21,0,5,0,0,19,65
QLD,Alberton (Qld),3,0,37,33,117,184,0,52,18,31,105,587
QLD,Albinia,0,0,6,3,14,10,0,0,0,62,8,111
QLD,Albion (Brisbane - Qld),143,74,522,200,253,522,0,65,49,223,242,2300
QLD,Albion (Richmond - Qld),0,0,0,0,3,0,0,0,0,0,6,13
QLD,Alderley,363,230,1453,489,551,1312,3,156,117,341,1103,6121
QLD,Aldershot,0,4,17,23,119,185,3,76,19,598,109,1157
QLD,Aldoga,0,0,0,0,0,0,0,0,0,0,0,0
QLD,Alexandra (Qld),0,0,13,4,43,62,0,6,4,24,29,196
QLD,Alexandra Headland,123,72,600,329,571,1060,0,171,114,498,411,3957
QLD,Alexandra Hills,218,170,1237,1233,3085,4891,13,875,370,905,3256,16251
QLD,Algester,323,91,1046,671,1142,2334,3,326,246,570,1671,8432
QLD,Alice Creek,3,0,7,6,4,26,0,6,0,7,11,61
QLD,Alice River,45,25,180,166,480,620,0,99,35,160,611,2422
QLD,Allan,0,0,5,0,16,39,0,3,0,0,17,84
QLD,Allandale (Qld),6,0,0,0,10,21,0,9,0,0,10,60
QLD,Allenstown,54,51,228,136,378,801,3,270,62,342,475,2788
QLD,Allenview,3,4,14,11,32,61,0,12,9,19,26,189
QLD,Alligator Creek (Mackay - Qld),3,0,35,33,197,198,0,56,20,74,177,793
QLD,Alligator Creek (Townsville - Qld),50,18,144,91,227,345,0,56,17,104,290,1347
QLD,Allora,10,0,60,72,184,365,4,166,30,133,211,1224
QLD,Alloway,0,3,14,32,76,153,0,46,8,55,101,489
QLD,Almaden,0,0,0,0,3,21,0,9,0,27,18,76
QLD,Aloomba,5,0,29,20,102,143,0,32,17,59,119,525
QLD,Alpha,5,4,26,14,45,120,0,52,3,24,52,336
QLD,Alsace,0,0,0,0,0,0,0,0,0,3,0,5
QLD,Alton Downs,12,17,88,74,231,380,0,80,23,123,251,1282
QLD,Alva,4,0,11,13,52,90,0,19,8,51,38,284
QLD,Amamoor,3,11,36,35,116,201,0,41,15,50,119,639
QLD,Amamoor Creek,0,4,0,0,4,15,0,3,0,18,9,58
QLD,Amaroo (Qld),0,0,0,0,7,9,0,4,0,0,4,21
QLD,Amber,0,0,0,0,0,0,0,0,0,0,0,0
QLD,Amberley,5,0,16,17,72,104,0,0,5,24,4,250
QLD,Ambrose,0,0,5,7,27,77,0,29,4,22,42,218
QLD,Amby,0,0,3,11,14,34,0,11,0,3,13,86
QLD,Amiens,4,0,12,20,44,85,0,27,11,26,58,287
QLD,Amity,3,3,27,22,88,109,0,36,13,42,44,391
QLD,Andergrove,72,84,553,482,1887,2725,3,646,179,725,2069,9423
QLD,Anderleigh,0,0,11,3,14,32,0,3,0,14,6,95
QLD,Andromache,0,0,0,4,5,21,0,3,0,4,4,51
QLD,Anduramba,0,4,4,10,13,31,0,5,0,3,6,76
QLD,Annandale (Qld),372,162,1117,627,1112,2468,0,358,178,353,1824,8575
QLD,Annerley,948,330,2647,870,1020,2582,5,345,248,927,1414,11335
QLD,Anstead,139,54,259,109,165,319,0,37,43,53,321,1511
QLD,Anthony,0,0,7,3,19,37,0,0,3,13,28,115
QLD,Antigua,0,0,7,11,34,39,0,10,8,14,12,132
QLD,Apple Tree Creek,4,4,18,41,110,203,0,68,17,56,115,641
QLD,Applethorpe,6,3,38,37,103,132,0,57,7,40,91,510
QLD,Arafura Sea,0,0,0,0,0,0,0,0,0,0,0,0
QLD,Araluen (Qld),0,6,32,50,117,194,0,62,11,40,105,612
QLD,Aramac,0,3,14,3,34,90,0,35,10,31,78,297
QLD,Aramara,0,0,5,4,10,14,0,7,0,12,4,55
QLD,Arana Hills,225,203,971,595,996,1691,4,260,136,259,1468,6807
QLD,Aranbanga,0,0,0,3,0,5,0,0,0,0,3,12
QLD,Aratula (Qld),0,4,11,34,91,151,0,61,7,40,121,532
QLD,Arbouin,0,0,0,0,0,0,0,0,0,0,0,0
QLD,Arcadia (Qld),15,9,34,24,38,75,0,12,3,23,11,247
QLD,Arcadia Valley,0,0,4,5,20,28,0,4,3,16,18,103
QLD,Archer River,0,0,0,3,3,5,0,0,0,0,0,18
QLD,Archerfield,11,3,47,29,101,157,0,42,17,54,78,540
QLD,Arcturus,0,0,4,7,15,27,0,0,0,4,19,74
QLD,Argoon (Qld),0,3,8,4,32,48,0,18,6,14,28,153
QLD,Argyll,0,0,0,0,4,11,0,3,0,3,9,27
QLD,Armstrong Beach,4,3,36,35,173,244,0,53,19,119,180,867
QLD,Armstrong Creek (Qld),0,17,44,23,52,72,0,20,10,31,58,324
QLD,Aroona,46,54,315,240,666,898,0,162,95,165,628,3290
QLD,Arriga,0,0,11,13,25,69,0,17,3,895,48,1078
QLD,Arundel,404,116,1018,786,1474,3089,4,478,283,812,1781,10244
QLD,Ascot (Brisbane - Qld),406,146,1313,485,449,1352,0,168,135,415,911,5779
QLD,Ascot (Toowoomba - Qld),0,0,5,3,4,4,0,0,7,6,5,30
QLD,Ashfield (Qld),10,9,76,52,140,224,0,36,17,30,202,787
QLD,Ashgrove,1121,460,2908,882,953,2674,0,350,195,624,2863,13034
QLD,Ashmore,314,138,1219,1045,1739,3511,3,503,307,1091,2038,11910
QLD,Ashwell,0,0,0,7,21,33,0,5,0,5,13,89
QLD,Aspley,447,227,1831,1034,1550,3294,9,628,296,772,2029,12111
QLD,Atherton,101,72,521,494,1142,2014,10,704,185,760,1332,7324
